"ProductId","Name","SKU","Status","QCStatus","Visible"
"36ec144a-8a6b-4691-a28e-0fe2383d2e5c","Egyptian White Stripped Soft Cotton 4 Set Bedsheets 2 Bed Sheet 2 Pillow Cases",,,,"True"
"9b87282e-ed5e-493f-aedd-6d9f2d4bdb09","Egyptian White Stripped Soft Cotton 4 Set Bedsheets 2 Bed Sheet 2 Pillow Cases",,,,"False"
"669d0421-8c6e-4ccd-9042-f66af6614edc","Security Wifi Camera IP CCTV Rotating Bulb Video Surveillance HD 1080P 360 Panoramic Night Vision Two Way Audio Light Bulb CCTV Camera",,,,"True"
"d7cb68fb-b38b-436d-b029-46eac0463867","150 Watts All Weather Solar Panel + Free Solar Controller 10Amp And 3 Bulbs",,,,"False"
"d7cb68fb-b38b-436d-b029-46eac0463867","150 Watts All Weather Solar Panel + Free Solar Controller 10Amp And 3 Bulbs",,,,"False"
"e4ec0f5d-8873-485b-a4c2-8762bc629120","150 Watts All Weather Solar Panel Mono + Free Solar Controller 10Amp And 3 Bulbs",,,,"False"
"e4ec0f5d-8873-485b-a4c2-8762bc629120","150 Watts All Weather Solar Panel Mono + Free Solar Controller 10Amp And 3 Bulbs",,,,"False"
"8b113eda-729c-435f-870d-ab156baa9bff","150W Solar Panel Mono All Weather  + Free Solar Controller 10Amp And 3 Bulbs",,,,"False"
"8b113eda-729c-435f-870d-ab156baa9bff","150W Solar Panel Mono All Weather  + Free Solar Controller 10Amp And 3 Bulbs",,,,"False"
"fafeb74c-82a4-4c72-8cec-66d61dbe3658","100 Watts Solar Panel Full KIT + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller + 4 Bulbs.",,,,"False"
"fafeb74c-82a4-4c72-8cec-66d61dbe3658","100 Watts Solar Panel Full KIT + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller + 4 Bulbs.",,,,"False"
"9f740217-0952-49b6-8f9d-731008b76432","100 Watts Solar Panel Complete Solar System + 80AH Solar Battery +300W Powerful Inverter +10 Amp Charge Controller + 5 DC Bulbs + 10M Cable",,,,"True"
"94dac43a-f787-423e-aa0f-d91e0a2ed2cf","100 Watts Solar Panel Complete Solar System + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller + 4 Bulbs + 50M Cable",,,,"False"
"94dac43a-f787-423e-aa0f-d91e0a2ed2cf","100 Watts Solar Panel Complete Solar System + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller + 4 Bulbs + 50M Cable",,,,"False"
"70b6e042-cdaf-4bba-8814-a5b0b325b813","100Watts Solar Panel + Free Charge Controller + Free 3 Bulbs",,,,"True"
"70b6e042-cdaf-4bba-8814-a5b0b325b813","100Watts Solar Panel + Free Charge Controller + Free 3 Bulbs",,,,"True"
"c49cdf50-296e-4318-b355-bd46c23ed03b","100 Watts Mono All Weather Solar Panel + Free Charge Controller + Free 3 Bulbs",,,,"False"
"c49cdf50-296e-4318-b355-bd46c23ed03b","100 Watts Mono All Weather Solar Panel + Free Charge Controller + Free 3 Bulbs",,,,"False"
"5a0a03ca-89ba-4f6b-ae07-6162bbcf1a86","100 Watts Mono All Weather Solar Panel + Free Charge Controller + Free 3 Bulbs + 25 Year Warranty ",,,,"False"
"a9e74220-81e8-49fe-9629-35d2929fc7a9","250 Watts Solar Panel Plus Free Charge Controller",,,,"False"
"a9e74220-81e8-49fe-9629-35d2929fc7a9","250 Watts Solar Panel Plus Free Charge Controller",,,,"False"
"d7c65541-5183-40b6-ad9b-014755ae0297","250 Watts Solar Panel All Weather Mono Panel  Plus Free Charge Controller",,,,"False"
"46a9da6f-2006-46f3-b0cc-f08c0f9c3092","250 Watts Solar Panel All Weather Mono Panel  Plus Free Charge Controller + 25 Years Warranty",,,,"False"
"46a9da6f-2006-46f3-b0cc-f08c0f9c3092","250 Watts Solar Panel All Weather Mono Panel  Plus Free Charge Controller + 25 Years Warranty",,,,"False"
"839716bf-06ce-439e-ba82-ba131f772640","250 Watts Solar Panel All Weather Mono Panel + 25 Years Warranty",,,,"False"
"839716bf-06ce-439e-ba82-ba131f772640","250 Watts Solar Panel All Weather Mono Panel + 25 Years Warranty",,,,"False"
"f60696a1-4581-42b9-8a92-0c939e71556e","300 Watts Solar Panel All Weather",,,,"False"
"f60696a1-4581-42b9-8a92-0c939e71556e","300 Watts Solar Panel All Weather",,,,"False"
"0a186341-5189-4815-a217-e2d3ef2e30f1","300 Watts Solar Panel All Weather + 25 Years Warrant",,,,"False"
"0a186341-5189-4815-a217-e2d3ef2e30f1","300 Watts Solar Panel All Weather + 25 Years Warrant",,,,"False"
"947d7389-aa38-4257-8423-459f1a74a8f6","300 Watts Solar Panel All Weather + 25 Years Warrant + Free Solar Controller ",,,,"False"
"466bfce6-c4fb-4813-a9b9-5e73609d0785","400 Watts All Weather Solar Panel Mono Crystalline ",,,,"False"
"82c9ec7e-53df-45e5-ae7e-9250b43291af","400 Watts All Weather Solar Panel Mono Crystalline + 25 Years Warranty ",,,,"False"
"9a66721c-e433-4bec-9e90-faad5c896bf0","400 Watts All Weather Solar Panel Mono Crystalline + 25 Years Warranty German Technology ",,,,"False"
"425c44ef-37e1-452e-ae39-18931731685f","100 Watts Solar Panel 100Watts Solar Panel(energy Saver) German Technology ",,,,"False"
"425c44ef-37e1-452e-ae39-18931731685f","100 Watts Solar Panel 100Watts Solar Panel(energy Saver) German Technology ",,,,"False"
"a882ed65-f188-46d0-9a54-48323207e812","250 Watts Fullkit.250watts Panel+200AH Battery+600 Watts Inverter+20A Controller+4 Dc Bulbs+10M Cable",,,,"False"
"a882ed65-f188-46d0-9a54-48323207e812","250 Watts Fullkit.250watts Panel+200AH Battery+600 Watts Inverter+20A Controller+4 Dc Bulbs+10M Cable",,,,"False"
"840d84c3-9c79-44f1-a9e5-a6b4da653054","250 Watts Fullkit.250 Watts All Weather Solar Panel + 200AH Battery + 600 Watts Inverter + 20A Controller German Technology",,,,"False"
"840d84c3-9c79-44f1-a9e5-a6b4da653054","250 Watts Fullkit.250 Watts All Weather Solar Panel + 200AH Battery + 600 Watts Inverter + 20A Controller German Technology",,,,"False"
"44343eb3-d964-4666-883f-22e6d7bbfc11","300 Watts All Weather Solar Panel + 200AH Battery + 600 Watts Inverter + 20A Controller + 5 DC Bulbs + 10M Cable German Technology",,,,"False"
"44343eb3-d964-4666-883f-22e6d7bbfc11","300 Watts All Weather Solar Panel + 200AH Battery + 600 Watts Inverter + 20A Controller + 5 DC Bulbs + 10M Cable German Technology",,,,"False"
"d5f1c35d-4a3b-4bf7-8589-8dbb0653907b","300 Watts All Weather Solar Panel + 200AH Solar Battery + 600 Watts Solar Inverter + 20A Controller + 5 DC Bulbs + 10M Cable German Technology",,,,"False"
"417d5698-d13d-4dd0-aeac-7cdf6dc3d1dd","300 Watts All Weather Solar Panel + 200AH Battery + 600 Watts Inverter + 20A Controller German Technology",,,,"False"
"9cf0e7c1-310a-41c3-a9dc-ab1d144a3c57","100 Watts Solar Panel Full Kit + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller",,,,"False"
"9cf0e7c1-310a-41c3-a9dc-ab1d144a3c57","100 Watts Solar Panel Full Kit + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller",,,,"False"
"62dd156f-72df-4389-a0b4-43950a77de7f","100 Watts Solar Panel Full Kit + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller + Cables",,,,"False"
"62dd156f-72df-4389-a0b4-43950a77de7f","100 Watts Solar Panel Full Kit + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller + Cables",,,,"False"
"2cb13f1c-150a-4197-8a1f-bc65610271b2","100 Watts Solar Panel Full Kit + 80AH Battery +300w Powerful Inverter +10 Amp Charge Controller + 10M Cables + 5 DC Bulbs",,,,"True"
"0a59b593-f3f1-4258-b952-3e675649bb01","300  Watts Solar Panel Full Kit + 150AH Solar Battery + 600 Watts Power Inverter + 20 A Digital Controller",,,,"False"
"0a59b593-f3f1-4258-b952-3e675649bb01","300  Watts Solar Panel Full Kit + 150AH Solar Battery + 600 Watts Power Inverter + 20 A Digital Controller",,,,"False"
"fec9c805-2a7e-4faa-a369-37b33b0f431e","300  Watts Solar Panel Full Kit + 150AH Solar Battery + 600 Watts Power Inverter + 20 A Digital Controller + 20M Cable",,,,"False"
