accountId,accountDisplayName,statementNumber,weekStart,weekEnd,grossSales,payoutAmount,currency,isPaid,createdAt
0307b9d2-5971-4abd-ab3b-d75bed0bab74,JM Latest Collections,PS260105KE12DWN,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,308921.76,308921.76,KES,false,2026-01-09T12:39:19.342Z
0a76295b-a31d-4e89-9876-44d069939a50,Maxton Enterprise,PS260105KE13XZB,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,818.82,818.82,KES,false,2026-01-09T12:39:26.330Z
3ad790b3-e827-49e2-b1a1-4fb978c9b577,JUDE COLLECTIONS,PS260105KE133G3,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,139813.95,139813.95,KES,false,2026-01-09T12:39:21.093Z
7596b1ff-df9c-4a4c-8266-6d96659c12d6,LabTech Kenya,PS260105KE14JOD,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,0,0,KES,false,2026-01-09T12:39:22.411Z
84c205b8-c1c7-40b7-8f2a-b4ba971d3cb4,Sky Store Ke,PS260105KE13ZAF,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,85071.6,85071.6,KES,false,2026-01-09T12:39:25.061Z
8deea4b5-a4f5-4b67-8530-6f15154acbc1,Betech Solar Solution,PS260105KE13LSZ,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,36713.58,36713.58,KES,false,2026-01-09T12:39:29.561Z
9d13d36e-c67c-4388-943e-af7c3effde8c,Betech Store,PS260105KE12DWN,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,308921.76,308921.76,KES,false,2026-01-09T12:39:39.251Z
d8bc9dd9-27fd-4999-9b2d-4fa8d59686ef,Hitech Power,PS260105KE12Y26,2026-01-04T21:00:00.000Z,2026-01-11T20:59:59.999Z,151685.04,151685.04,KES,false,2026-01-09T12:39:28.217Z
