"OrderId","OrderNumber","OrderItemId","ShopId","Status","TrackingNumber","TrackingUrl","ShipmentType","DeliveryOption","IsFBJ","CountryCode","CountryName","ProductName","SellerSku","ImageUrl"
"0eea05be-63ea-4693-9d81-65f40237b577","357444287","4078b992-09dc-4ae5-a56f-837e5c49a4aa","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-NAU-357444287-4535","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-NAU-357444287-4535","Dropshipping","Universal Shipping Matrix","False","KE","Kenya","200Ah Solar Battery +600W Solar Power Inverter +30 Ah Charge Controller","gaston 200ah vb","https://ke.jumia.is/V8_4sqDY7AIMkDu9amXK2ER2oHM=/fit-in/500x500/filters:fill(white)/product/40/1613151/1.jpg?2635"
"259b5696-e17f-4c05-94cd-022d220b1ec0","353758487","904ea228-1054-4bec-9ff9-ad631fb1a31e","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-RAD-353758487-2067","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-RAD-353758487-2067","Dropshipping","Pickup Station","False","KE","Kenya","150AH  SOLAR BATTERY Gel","solarmax 150ah 900","https://ke.jumia.is/zvPVP2XL72wHKzzx-hN_zbpUJq4=/fit-in/500x500/filters:fill(white)/product/83/6224051/1.jpg?2513"
"e62be353-042e-46cf-a0c0-2d7f53786805","365533397","056545f1-2b5b-490a-8926-8d079d9ee25e","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-SDA-365533397-7503","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-SDA-365533397-7503","Dropshipping","Pickup Station","False","KE","Kenya","200AH HEAVY DUTY GEL  BATTERY.","gaston 200ah 090M","https://ke.jumia.is/0Q-F8LZYvOpiDTE2tE0fm5UCUs0=/fit-in/500x500/filters:fill(white)/product/72/0697941/1.jpg?2081"
"7fd994d8-5b1f-41ab-907e-6dfb2e3063c5","328387397","1310d483-07e6-4e37-b572-fdd740273067","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-NIF-328387397-1148","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-NIF-328387397-1148","Dropshipping","Universal Shipping Matrix","False","KE","Kenya","300WATTS   SOLAR POWER INVERTER","premier inverter 1","https://ke.jumia.is/NObcrclQTCA9K0dM4r11l_tS2gA=/fit-in/500x500/filters:fill(white)/product/76/3603951/1.jpg?4518"
"7df9c008-2bf7-46df-a19a-77b802a26fa3","368627397","63326c38-a2e9-466b-a55d-f3d4f435fd1d","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-KAB-368627397-5142","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-KAB-368627397-5142","Dropshipping","Pickup Station","False","KE","Kenya","38 INCH ACOUSTIC GUITAR","generic guitar cfd","https://ke.jumia.is/jW_QcQ97iRzgcTw09Coqo4PFgmk=/fit-in/500x500/filters:fill(white)/product/69/1307161/1.jpg?2590"
"d0746aa2-f415-4dae-9b82-bf53966d0fba","371366397","830f1eeb-1a86-4f11-9c4a-821357c12e4c","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-EBA-371366397-0202","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-EBA-371366397-0202","Dropshipping","Pickup Station","False","KE","Kenya","15 Inches Speaker","rcf 14 er3","https://ke.jumia.is/oVoIdeHVZO2oJ9j-0EzqVWsN_XQ=/fit-in/500x500/filters:fill(white)/product/91/8887151/1.jpg?5307"
"749f8f0d-0011-4af5-847a-cf8ee649a8bb","362594397","ed84f3b5-da30-4aac-af39-f22a15ef6184","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-CPT-362594397-9575","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-CPT-362594397-9575","Dropshipping","Pickup Station","False","KE","Kenya","150AH  SOLAR BATTERY Gel","solarmax 150ah 900","https://ke.jumia.is/zvPVP2XL72wHKzzx-hN_zbpUJq4=/fit-in/500x500/filters:fill(white)/product/83/6224051/1.jpg?2513"
"46b639f2-d3fc-4a11-92b6-f610f0ac6efb","356264397","588b02a9-a2b8-4c09-bfea-75b731213a52","db15d4e6-19a0-4cc1-b8c9-0619c5388643","RETURNED","DS-CBA-356264397-9443","https://packagetracker-services.jumia.com/#/KE/en/package/tracking/DS-CBA-356264397-9443","Dropshipping","Pickup Station","False","KE","Kenya","45L COOLER BOX Cool Box Icebox","premier 45 l box","https://ke.jumia.is/6XvMJf6G_xSShuDrWOJX5etbZSU=/fit-in/500x500/filters:fill(white)/product/26/7368851/1.jpg?3278"
