"ProductId","Name","Status","QCStatuses","Visible","ShopIds","ImageUrl"
"18768","Egyptian White Stripped Soft Cotton 4 Set Bedsheets 2 Bed Sheet 2 Pillow Cases","ACTIVE","APPROVED;PENDING;REJECTED","True","","@{url=https://ke.jumia.is/brvgLau7CKCOi-IUmOJfyjdBX74=/fit-in/500x500/filters:fill(white)/product/45/506956/1.jpg?2178; originalUrl=https://ke.jumia.is/brvgLau7CKCOi-IUmOJfyjdBX74=/fit-in/500x500/filters:fill(white)/product/45/506956/1.jpg?2178; primary=True}"
