accountId,accountName,statementNumber,shopSid,amount,currency,weekStart,vendorCreatedAt
d8bc9dd9-27fd-4999-9b2d-4fa8d59686ef,Hitech Power,PS260105KE12Y26,1951e826-57f2-4d6a-99ad-67b5139d8aca,187346.67,KES,2026-01-04,2026-01-05 00:16:59
84c205b8-c1c7-40b7-8f2a-b4ba971d3cb4,Sky Store Ke,PS260105KE13ZAF,a4f06613-3271-4846-8b25-43b2bc093a80,124445.75,KES,2026-01-04,2026-01-05 00:01:40
7596b1ff-df9c-4a4c-8266-6d96659c12d6,LabTech Kenya,PS260105KE14JOD,45fd7334-a7db-4f49-ba60-347096fd818e,0,KES,2026-01-04,2026-01-05 00:51:30
0307b9d2-5971-4abd-ab3b-d75bed0bab74,JM Latest Collections,PS260105KE12DWN,db15d4e6-19a0-4cc1-b8c9-0619c5388643,295016.36,KES,2026-01-04,2026-01-05 01:04:18
8deea4b5-a4f5-4b67-8530-6f15154acbc1,Betech Solar Solution,PS260105KE13LSZ,29e1f2ad-b898-4d11-b3df-ab3dda5755fc,89976.91,KES,2026-01-04,2026-01-05 00:12:35
0a76295b-a31d-4e89-9876-44d069939a50,Maxton Enterprise,PS260105KE13XZB,07ee95b2-acb7-4436-b98f-d8ce30d0c518,318.82,KES,2026-01-04,2026-01-05 00:27:17
3ad790b3-e827-49e2-b1a1-4fb978c9b577,JUDE COLLECTIONS,PS260105KE133G3,5497640c-3f51-4777-82fa-fc1c92dc588b,157445.95,KES,2026-01-04,2026-01-05 00:22:12
